,ATG H2 Tank,BRB H2 Tank,GLP H2 Tank,MTQ H2 Tank,LCA H2 Tank,SKN H2 Tank,SVG H2 Tank,MSR H2 Tank,GRD H2 Tank,DMA H2 Tank
0,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,3.7410028143535397,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
1,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,3.7410028143535397,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
2,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,3.7410028143535397,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
3,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,3.7410028143535397,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
4,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,3.7410028143535397,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
5,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,3.7410028143535397,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
6,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,3.7410028143535397,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
7,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,3.7410028143535397,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
8,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,3.7410028143535397,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
9,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,3.7410028143535397,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
10,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,0.2752663790272325,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
11,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,-0.948007477023096,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
12,-2.1936403120319214,-0.0,-15.757448078343925,-22.908933711184236,-0.0,-0.8246859552827771,-0.0,-0.05029680530969089,0.0,-1.8335373524225327
